GTIN,DESCRIPTION,DEPARTMENT,COMMODITY,ITEM_SUBMISSION_DATE
00634418525154,Ghoulish Gummies Halloween Peg  Bag 7.5 ounces,Candy,Healthier Options,2024-01-10 13:21:00.000
00611269001983,Red Bull Summer Edition Curuba Elderflower 12oz/355 mL 4 pack,Beverages,Energy Drinks,2024-01-17 16:56:00.000
00076410906188,"Lance Sandwich Crackers, Captain's Wafers Peanut Butter and Honey, 10 Packs, 6 Sandwiches Each",Pantry,Snacks,2024-01-19 06:32:00.000
00727888102175,Organic Thincredibles Thin Corn Tortilla,Pantry,"Bread, Buns & Rolls",2024-01-17 12:38:00.000
00850044833290,Plezi - Kids Hydration -Apple Splash Flavored Drink 6.75oz 8pk,Beverages,Juice,2024-01-15 16:35:00.000
05056369130372,W7 Influence Pressed Pigment Palette,Beauty,Makeup,2023-12-14 10:04:00.000
00018000137794,Pillsbury Chocolate Chip Mini Soft Baked Cookies 10 Count,Pantry,Cookies,2024-01-19 14:33:00.000
00084114903198,"Kettle Brand Potato Chips, Air Fried Sea Salt and Vinegar Kettle Chips, 11.25 Oz Party Size Bag",Pantry,Snacks,2023-12-04 23:37:00.000
00084114903198,"Kettle Brand Potato Chips, Air Fried Sea Salt and Vinegar Kettle Chips, 11.25 Oz Party Size Bag",Pantry,Snacks,2023-12-04 23:37:00.000
00084114903181,"Kettle Brand Potato Chips, Air Fried Jalapeno Kettle Chips, 11.25 Ounce Party Size Bag",Pantry,Snacks,2024-01-08 22:31:00.000
00084114903181,"Kettle Brand Potato Chips, Air Fried Jalapeno Kettle Chips, 11.25 Ounce Party Size Bag",Pantry,Snacks,2024-01-08 22:31:00.000
00639123000583,JFE 3PD Diet Pepsi,Beverages,Soda & Pop,2024-01-12 14:21:00.000
00033844013004,MEXICAN FIESTA - ANDREW ZIMMERN,Pantry,Spices & Seasonings,2024-01-17 13:59:00.000
00812154036688,Sweet Peach & Nectar Spray Deodorant (3.5oz),Personal Care,Deodorants/Antiperspirant,2023-12-04 11:41:00.000
00084685000890,TELMA CHICKEN FLAVORED STOCK CUBES,Pantry,International,2023-12-15 09:51:00.000
00810018736248,HEFTY RENEW ENERGY BAGS WASTEBAGS 13 GALLON ORANGE 1 PACK 20 COUNT,Cleaning and Household,Trash Bags,2024-01-11 09:04:00.000
00011110121370,PRSL KCUP COLOMB FT BOI 12CT,Beverages,Coffee,2024-01-18 10:50:00.000
00011110121370,PRSL KCUP COLOMB FT BOI 12CT,Beverages,Coffee,2024-01-18 10:50:00.000
00888109254544,HOSTESS Limited Edition Iced Lemon CupCakes 8 Count 12.70 oz,Pantry,Snacks,2023-12-13 12:57:00.000
00033200300021,A&H LIQUID LAUNDRY DETERGENT OXI CLEAN FRESH SCENT 45.5OZ SHOP,Cleaning and Household,LAUNDRY,2024-01-12 09:32:00.000
00033200002628,A&H LIQUID LAUNDRY DETERGENT OXI CLEAN ODOR BLASTERS FRESH BURST 100.5OZSHOP,Cleaning and Household,LAUNDRY,2024-01-04 11:54:00.000
00609332211513,ELF BITE SIZE LATTE,Beauty,Makeup,2024-01-16 14:28:00.000
00810049642242,Liquid Dish Soap Refill 32oz Wild Lavender,Cleaning and Household,Dishwashing Needs,2023-12-05 13:02:00.000
00014100053415,"Pepperidge Farm Farmhouse Brioche Hamburger Buns, 6-Pack Bag",Pantry,"Bread, Buns & Rolls",2024-01-18 06:03:00.000
00815154025454,REIGN STORM VALENCIA ORANGE US 1/12OZ,Beverages,Energy Drinks,2023-12-06 13:29:00.000
00016000200395,Nature Valley Savory Nut Crunch Everything Granola Bar 5 Count,Pantry,Snacks,2024-01-23 17:46:00.000
00860006862060,"Bon Bee Honey, Gourmet Honey Bar, Coconut Almond",Pantry,Snacks,2024-01-02 14:55:00.000
00079200077280,Nerds Assorted Mix 41.76 Ounce 90 Count Mixed Bag,Candy,Gummy & Chewy,2024-01-08 14:51:00.000
00041420077401,Lemonhead Kiddie Mix 59.03 Ounce 250 Count Mixed Bag,Candy,Seasonal,2024-01-08 15:12:00.000
00034000433049,"H SS ASST LAYDOWN BAG: HERSHEYS MILK CHOCOLATE, ALMOND JOY, KIT KAT MILK CHOCOLATE, REESES MILK CHOCOLATE PEANUT BUTTER CUP",Candy,Seasonal,2024-01-09 10:51:00.000
10855019000353,Botticelli Roasted Garlic Sauce,Pantry,Pasta & Pasta Sauces,2023-12-21 15:07:00.000
00810063343088,Death Wish Coffee Co.® Organic and Fair Trade Espresso Roast Ground Coffee,Beverages,Coffee,2023-12-07 13:57:00.000
00011110122414,Canola Oil Cooking Spray 6 Oz.,Pantry,Baking & Cooking,2024-01-22 14:25:00.000
00860009692015,Yellowstone Bunkhouse Single Serve Cup Coffee,Beverages,Coffee,2023-12-18 14:03:00.000
00011110123145,STO CHKD PINEAPLE 100 JCE,Pantry,Canned Foods,2023-12-04 13:41:00.000
00036200431788,"Cucina Moderna Robust Marinara Sauce, 20 OZ",Pantry,Pasta & Pasta Sauces,2023-12-21 13:48:00.000
00036200431023,Ragu Alfredo Bacon Sauce,Pantry,Pasta & Pasta Sauces,2023-12-21 13:39:00.000
00840179273276,12 oz Wine Tumbler Metallic,Kitchen & Dining,Glassware & Drinkware,2023-12-13 16:23:00.000
00840179273276,12 oz Wine Tumbler Metallic,Kitchen & Dining,Thermal & Water Bottles,2023-12-13 16:23:00.000
00888777014136,HH 9” Painted Polka Dot Lined Willow Bskt - Blue,Candy,Seasonal,2023-12-29 14:45:00.000
00705599014000,Kodiak Honey Graham Cracker Bear Bites with 5g Protein,Pantry,Cookies,2023-12-19 10:04:00.000
00041554084122,"Maybelline Color Tattoo Longwear Multi-Use Eye Shadow Stix, I am Confident, 0.05 oz",Beauty,Makeup,2023-12-13 10:30:00.000
00041554081091,"Maybelline Tattoo Studio Ink Pen Eyeliner, All Day Wear, Waterproof, Brown, 0.03 fl oz",Beauty,Makeup,2023-12-07 07:37:00.000
00888777059458,SEASON-LOW HDO 2-Pack Green Metal Gnomes,Home Décor,"Sculptures, Globes, & Figurines",2023-12-18 09:21:00.000
00041554085396,"Maybelline Lifter Gloss Lip Gloss Makeup With Hyaluronic Acid, Sweetheart, 0.18 fl oz",Beauty,Makeup,2024-01-22 15:15:00.000
00041196133011,Progresso Protein Southwest Style Black Bean Soup,Pantry,Canned Foods,2023-12-19 06:02:00.000
00041196133011,Progresso Protein Southwest Style Black Bean Soup,Pantry,Canned Foods,2023-12-19 06:02:00.000
00012044049877,"Old Spice Men's Antipespirant & Deodorant Invisible Dry Spray Ultimate Captain, 4.3oz",Personal Care,Deodorants/Antiperspirant,2024-01-22 08:15:00.000
00851817007832,Birchwood Breeze Deodorant,Personal Care,Deodorants/Antiperspirant,2024-01-09 13:48:00.000
00851817007832,Birchwood Breeze Deodorant,Personal Care,Deodorants/Antiperspirant,2024-01-09 13:48:00.000
00017000328706,Keratin Color 10.1 Extra Light Ash Blonde 12/60ml USCA,Personal Care,Hair Care,2023-12-11 19:58:00.000
00017000328706,Keratin Color 10.1 Extra Light Ash Blonde 12/60ml USCA,Beauty,Hair Care,2023-12-11 19:58:00.000
00022000289735,SKITTLES GUMMIES SOUR PEG PACK 5.8 OUNCES,Candy,Gummy & Chewy,2024-01-17 19:14:00.000
00034000400560,"ASSORTMENT CARAMEL LOVERS: TAKE FIVE, ROLO, PAY DAY, MILK DUDS",Candy,Chocolate,2023-12-20 13:30:00.000
00034000400560,"ASSORTMENT CARAMEL LOVERS: TAKE FIVE, ROLO, PAY DAY, MILK DUDS",Candy,Chocolate,2023-12-20 13:30:00.000
00034000997633,"WHITE CRÈME LOVERS SS PP SUB: REESES PBC ENROBED IN WHITE CRÈME, HERSHEY COOKIES N CRÈME, KIT KAT CRISP WAFERS IN WHITE CRÈME",Candy,Chocolate,2024-01-09 08:58:00.000
00034000997633,"WHITE CRÈME LOVERS SS PP SUB: REESES PBC ENROBED IN WHITE CRÈME, HERSHEY COOKIES N CRÈME, KIT KAT CRISP WAFERS IN WHITE CRÈME",Candy,Chocolate,2024-01-09 08:58:00.000
00850003539881,DUKE CANNON HURRICANE HOLD POMADE,Beauty,Hair Care,2024-01-11 12:47:00.000
00850003539881,DUKE CANNON HURRICANE HOLD POMADE,Beauty,Hair Care,2024-01-11 12:47:00.000
00039156005201,HERBAL OVERLOAD BOIL BOOSTER 8 OZ,Pantry,Spices & Seasonings,2023-12-31 16:02:00.000
00041226958683,HD 19oz Holiday Spirit,Home Décor,Candles & Home Fragrances,2023-12-08 10:56:00.000
00041226958683,HD 19oz Holiday Spirit,Cleaning and Household,Air Fresheners,2023-12-08 10:56:00.000
00850017468139,Catalina Crunch Traditional Snack Mix,Pantry,Snacks,2023-12-07 13:45:00.000
00030772017821,"Secret Dry Spray Aluminum Free Deodorant, Lavender and Hemp Seed Oil, 4.1oz.",Personal Care,Deodorants/Antiperspirant,2024-01-22 08:15:00.000
00037000739777,"Tide plus Downy, Liquid Laundry Detergent, April Fresh, 69 fl oz 44 loads, HE Compatible",Cleaning and Household,LAUNDRY,2024-01-08 08:16:00.000
00797119121114,WHIDBEY COFFEE WAKE UP WHIDBEY BLEND WHOLE BEAN,Beverages,Coffee,2023-12-28 13:41:00.000
00070640022939,"Blue Bunny Strawberry Cheesecake Twist Cones, Frozen Dessert for Winter, 4 Pack",Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00860003604038,CreamaliciousAunt Poonies Caramel Pound CakeArtisan Ice Cream,Frozen Foods,Ice Cream,2023-12-07 12:58:00.000
00086569404978,"DEANDRA WINDOW PANEL 50""X95""",Home Décor,Curtains,2023-12-12 19:11:00.000
00638037599169,Salad Mate P Caesar Light,Pantry,International,2023-12-22 16:05:00.000
00638037599169,Salad Mate P Caesar Light,Pantry,Condiments & Salad Dressings,2023-12-22 16:05:00.000
00638037599169,Salad Mate P Caesar Light,Pantry,Condiments & Salad Dressings,2023-12-22 16:05:00.000
00036000543063,KLEENEX MAINLINE FACIAL TISSUE FLAT 6 PK 160 FSC MIX SGSCH COC 005460,Cleaning and Household,Paper Products,2023-12-15 12:46:00.000
00889392021431,"CELSIUS Sparkling Mango Passionfruit, Functional Essential Energy Drink 12 Fl Oz Single Can",Beverages,Energy Drinks,2023-12-19 13:05:00.000
00850010149752,Flock Chicken Skin Crisps 2.5 oz Salt&Vin Bag,Pantry,Snacks,2024-01-10 07:37:00.000
03616302973873,SH SOS NCRCRM 0.33 OZ / 10 ML FUNGAL IV,Beauty,Makeup,2023-12-28 03:46:00.000
00025500304458,FOLGERS 22.6 OUNCE COLOMBIAN,Beverages,Coffee,2023-12-14 14:24:00.000
00037000811008,"Bounce Lasting Fresh Mega Dryer Sheets, 130 ct, Outdoor Fresh & Clean",Cleaning and Household,LAUNDRY,2023-12-18 08:32:00.000
00888777112702,HD 12 IN GLASS/IRON LANTERN,Home Décor,Lamps & Lighting,2023-12-15 01:03:00.000
40073010716511,L. ORGANIC COTTON Tampons Regular+Light,Personal Care,Feminine Care,2024-01-08 06:31:00.000
40073010716511,L. ORGANIC COTTON Tampons Regular+Light,Personal Care,Feminine Care,2024-01-08 06:31:00.000
00016000154834,Nature Valley Fruit & Nut Trail Mix Chewy Granola Bars 12 Count,Pantry,Snacks,2024-01-15 11:07:00.000
00871760000513,Sun Bum Revitalizing Conditioner,Beauty,Hair Care,2024-01-17 14:58:00.000
00871760000513,Sun Bum Revitalizing Conditioner,Personal Care,Hair Care,2024-01-17 14:58:00.000
00810003460615,LILY'S NO SUGAR ADDED DARK CHOCOLATE PEANUT BUTTER CUPS BAR,Candy,Healthier Options,2023-12-12 09:32:00.000
00810003460615,LILY'S NO SUGAR ADDED DARK CHOCOLATE PEANUT BUTTER CUPS BAR,Candy,Healthier Options,2023-12-12 09:32:00.000
00073010714472,"Tampax Pearl Tampons Trio Multipack, with LeakGuard Braid, Light/Regular/Super Absorbency, Unscented, 47 Count",Personal Care,Feminine Care,2024-01-16 11:15:00.000
00047400667747,Gillette Venus Mini On The Go Women's Razor with ComfortGlide White Tea Scent - 1 Handle + 1 Refill + 1 Case,Personal Care,Shaving & Hair Removal,2023-12-13 18:16:00.000
00071249383742,"L'Oreal Paris Elvive Dream Lengths Curls Moisture Conditioner, Paraben-Free, 12.6 fl oz",Beauty,Hair Care,2024-01-17 19:32:00.000
00071249383742,"L'Oreal Paris Elvive Dream Lengths Curls Moisture Conditioner, Paraben-Free, 12.6 fl oz",Personal Care,Hair Care,2024-01-17 19:32:00.000
00190679004475,"Herbal Essences Hemp Oil Sulfate Free Conditioner, Frizz Control, 13.5 fl oz, with Certified Camellia Oil and Aloe Vera, For All Hair Types, Especially Frizzy Hair",Personal Care,Hair Care,2024-01-04 13:33:00.000
00190679004475,"Herbal Essences Hemp Oil Sulfate Free Conditioner, Frizz Control, 13.5 fl oz, with Certified Camellia Oil and Aloe Vera, For All Hair Types, Especially Frizzy Hair",Beauty,Hair Care,2024-01-04 13:33:00.000
00052000044263,Gatorade Zero Zero Sugar Thirst Quencher Fruit Punch Naturally Flavored 20 Fl Oz 8 Count,Beverages,Sports Drinks,2024-01-09 19:07:00.000
10015665520807,"PIRATE'S BOOTY Aged White Cheddar Rice And Corn Puffs Bag, 10oz., 6ct.",Pantry,Snacks,2024-01-22 14:01:00.000
00856261006134,"Solely Fruit Jerky, Pineapple Unit. Fruit snack, fruit bar, no added sugar, single ingredient",Pantry,Snacks,2023-12-06 13:29:00.000
00852089007179,Truffle-O Bill Black Truffle Beef Jerky 2oz Pouch,Pantry,Snacks,2023-12-04 14:02:00.000
00076171220899,Little Trees Air Freshener New Car Scent 2-Pack,Cleaning and Household,Air Fresheners,2024-01-10 07:56:00.000
00037000351559,"Swiffer Sweeper Wet Mopping Cloth Refills for Floor Mopping and Cleaning, Multi-Surface Floor Cleaner, Fresh Scent, 24 count",Cleaning and Household,Cleaning Supplies,2024-01-10 15:51:00.000
00037000351559,"Swiffer Sweeper Wet Mopping Cloth Refills for Floor Mopping and Cleaning, Multi-Surface Floor Cleaner, Fresh Scent, 24 count",Cleaning and Household,Cleaning Supplies,2024-01-10 15:51:00.000
00037000351559,"Swiffer Sweeper Wet Mopping Cloth Refills for Floor Mopping and Cleaning, Multi-Surface Floor Cleaner, Fresh Scent, 24 count",Cleaning and Household,"Brooms, Mops & Dusters",2024-01-10 15:51:00.000
00070227610818,STREITS SAUCE BRISKET TEXAS,Pantry,Condiments & Salad Dressings,2024-01-03 00:54:00.000
00855712008017,Dot's Homestyle Pretzels Original Seasoned 16 oz,Pantry,Snacks,2024-01-03 11:08:00.000
10850251004077,"SKINNY POP Sea Salt & Pepper Flavor Popcorn Bag, 4.4 oz., 12 ct.",Pantry,Snacks,2024-01-18 15:47:00.000
00851146002638,Restaurant Style Medium Salsa 16 OZ,Pantry,Condiments & Salad Dressings,2023-12-27 11:36:00.000
10011110816495,Kroger Tomato Sauce 8oz - CS of 24,Pantry,Canned Foods,2023-12-12 07:42:00.000
10041000693820,Lipton Green Tea Matcha Original 4 15 PC,Beverages,Tea & Kombucha,2024-01-04 22:31:00.000
00813568001392,PEREG ROSEMARY,Pantry,International,2023-12-20 15:46:00.000
00813568001392,PEREG ROSEMARY,Pantry,Spices & Seasonings,2023-12-20 15:46:00.000
00813568000173,PEREG CHILI FLAKES CRUSHED,Pantry,Spices & Seasonings,2023-12-20 15:29:00.000
00852299003152,Goo Goo Cluster 5.25oz Original 3pk,Candy,Seasonal,2024-01-23 12:39:00.000
00673513031504,Hardbite Spicy Jalapeno Chips 5.2oz,Pantry,Snacks,2024-01-08 06:52:00.000
00784442236103,"North Pole Coffee St Nickerdoodle, Signature Flavored (Cinnamon & Hazelnut), Single Serve Cups for Keurig Brewers, 60-Count Cups",Beverages,Coffee,2023-12-29 15:50:00.000
00740312213001,KLEINS CRANBERRIES,Pantry,Snacks,2024-01-08 13:32:00.000
00740312213001,KLEINS CRANBERRIES,Pantry,International,2024-01-08 13:32:00.000
00682082112156,HM 12ct Mini Cream Variety,Frozen Foods,Ice Cream,2024-01-08 17:45:00.000
00742676400059,Earl Greyer Black,Beverages,Tea & Kombucha,2024-01-23 13:19:00.000
00092961040225,Estroven Drug-Free Weight Management for Menopause Relief,Personal Care,Feminine Care,2024-01-17 12:25:00.000
00078023003384,MAYIM CHAIM SELTZER,Beverages," Sparkling Water & Seltzer Water",2024-01-08 11:48:00.000
00085968801203,Golden Star Jasmine Rice 2 lb. Standup Bag,Pantry,"Grains, Beans & Rice",2024-01-04 15:09:00.000
00085968801203,Golden Star Jasmine Rice 2 lb. Standup Bag,Pantry,International,2024-01-04 15:09:00.000
00076310080346,Homemade Brand Coconut Almond Chip 16FO Ice Cream,Frozen Foods,Ice Cream,2023-12-28 12:50:00.000
00076753061438,"GC SAUTE PAN, 10 IN",Kitchen & Dining,Cookware,2023-12-15 18:17:00.000
00079400302090,Dove Men+Care Invisible Solid Deordorant Clean Comfort 1 DS,Personal Care,Deodorants/Antiperspirant,2024-01-08 07:40:00.000
00024126016707,"Butternut 100% Whole Wheat Bread, 16 oz",Pantry,"Bread, Buns & Rolls",2024-01-10 08:41:00.000
00850044667406,Ryl™ Lemon Antioxidant Superblend Zero Sugar Iced Tea 4 Pack,Beverages,Tea & Kombucha,2024-01-05 09:12:00.000
00195426073667,4Pc Teal Claw Clip,Personal Care,Hair Care,2024-01-10 12:59:00.000
00040000580201,M&M'S PEANUT BUTTER STAND UP POUCH 17.2 OUNCES PER BAG,Candy,Chocolate,2024-01-10 10:34:00.000
00040000580201,M&M'S PEANUT BUTTER STAND UP POUCH 17.2 OUNCES PER BAG,Candy,Chocolate,2024-01-10 10:34:00.000
00040000580270,M&M'S PEANUT STAND UP POUCH 18.08 OUNCES,Candy,Chocolate,2024-01-10 10:34:00.000
00040000580270,M&M'S PEANUT STAND UP POUCH 18.08 OUNCES,Candy,Chocolate,2024-01-10 10:34:00.000
00856045007647,ORG CTTN BALLS 100CT - SKU: BALLS100,Beauty,Makeup,2024-01-19 09:15:00.000
20073010716647,Tampax PEARL Tampons Regular/Normal,Personal Care,Feminine Care,2024-01-18 13:02:00.000
00860005389346,TASTELLI DRINK KONJAC JELLY GREEN APPLE GRAPE,Pantry,"Spreads, Jelly & Honey",2023-12-18 13:53:00.000
30851669008927,The Honey Pot Organic BPA Free Multi Pack Tampons,Personal Care,Feminine Care,2023-12-21 12:22:00.000
30851669008927,The Honey Pot Organic BPA Free Multi Pack Tampons,Personal Care,Feminine Care,2023-12-21 12:22:00.000
00851669008926,The Honey Pot Multipack-BPA Free App Organic Compact Tampons,Personal Care,Feminine Care,2023-12-21 12:22:00.000
00851669008926,The Honey Pot Multipack-BPA Free App Organic Compact Tampons,Personal Care,Feminine Care,2023-12-21 12:22:00.000
00030772025987,"Tide Free & Gentle Liquid Laundry Detergent, 80 loads, 115 fl oz",Cleaning and Household,LAUNDRY,2024-01-04 12:26:00.000
00030772025987,"Tide Free & Gentle Liquid Laundry Detergent, 80 loads, 115 fl oz",Cleaning and Household,LAUNDRY,2024-01-04 12:26:00.000
00039400218487,Bush's Taco Black Beans 15.5 oz,Pantry,Canned Foods,2023-12-20 06:24:00.000
00072140031091,CP SP STK SPF40 1.5OZ 12S,Personal Care,Sun & Tanning,2023-12-05 14:44:00.000
00072140031091,CP SP STK SPF40 1.5OZ 12S,Beauty,Sun & Tanning,2023-12-05 14:44:00.000
00016000185746,Betty Crocker Mickey and Friends Fruit Snacks 22 Count,Pantry,Snacks,2024-01-15 06:14:00.000
00012044046050,"Old Spice Krakengard 2in1 Shampoo and Conditioner for Men, 22 fl oz",Personal Care,Hair Care,2023-12-18 11:17:00.000
00012044046050,"Old Spice Krakengard 2in1 Shampoo and Conditioner for Men, 22 fl oz",Personal Care,Hair Care,2023-12-18 11:17:00.000
00831754004316,Colectivo Coffee: Black & Tan Organic Fair Trade,Beverages,Coffee,2024-01-22 10:06:00.000
00856802008832,WILDE Protein Chips Chicken & Waffles 4.0oz Bag,Pantry,Snacks,2023-12-01 16:22:00.000
00051000284204,"Campbell's Chunky Soup, Spicy Steak and Potato Soup, 18.8 oz Can",Pantry,Canned Foods,2024-01-09 22:18:00.000
00850024267954,Hu Hzlnt Btr Crnch Mlk Chc BarHu Hzlnt Btr Crnch Mlk Chc Bar,Candy,Healthier Options,2023-12-09 11:14:00.000
00850024267954,Hu Hzlnt Btr Crnch Mlk Chc BarHu Hzlnt Btr Crnch Mlk Chc Bar,Candy,Healthier Options,2023-12-09 11:14:00.000
00084114902078,"Kettle Brand Krinkle Cut Salt and Fresh Ground Pepper Kettle Potato Chips, Gluten-Free, Non-GMO, 7.5 oz Bag",Pantry,Snacks,2024-01-13 18:47:00.000
00041167043301,Gold Bond Age Renew Overnight Body and Face Lotion 7 ounce Tube,Personal Care,Body Moisturizers,2023-12-20 21:33:00.000
10855019000315,Botticelli Marinara,Pantry,Pasta & Pasta Sauces,2023-12-12 08:28:00.000
00052745727711,MILK CHOCOLATE BUTTERSCOTCH TABLET,Candy,Chocolate,2024-01-19 10:47:00.000
00072036735966,WILDBERRY DRINK STICKS 10 CT - IAP HARRIS TEETER - 0.77 OZ,Beverages,Drink Mixes & Beverage Enhancers,2023-12-07 15:17:00.000
00066479000125,Clearly Canadian Orchard Peach Flavored Sparkling Bottled Water,Beverages," Sparkling Water & Seltzer Water",2024-01-17 08:51:00.000
00066479000125,Clearly Canadian Orchard Peach Flavored Sparkling Bottled Water,Beverages," Sparkling Water & Seltzer Water",2024-01-17 08:51:00.000
00687735305961,Pacifica Sun Dreams Bronze California,Beauty,Makeup,2024-01-11 17:30:00.000
00609332815827,ELF LASH BEATS MAS,Beauty,Makeup,2023-12-28 17:18:00.000
00609332815827,ELF LASH BEATS MAS,Beauty,Makeup,2023-12-28 17:18:00.000
00011110120168,KRO 1000 SHEET 4 RL,Cleaning and Household,Paper Products,2024-01-12 17:40:00.000
00011110119667,"Kroger Diced Tomatoes w/Green Chilies Mild, 10oz Can",Pantry,Canned Foods,2023-12-11 15:16:00.000
20851669008722,The Honey Pot Organic Herbal Pad Regular,Personal Care,Feminine Care,2023-12-21 10:16:00.000
20851669008722,The Honey Pot Organic Herbal Pad Regular,Personal Care,Feminine Care,2023-12-21 10:16:00.000
00040000580256,M&M'S PEANUT BUTTER STAND UP POUCH RED WHITE AND BLUE 9 OUNCES PER BAG,Pantry,Snacks,2024-01-17 09:12:00.000
00022400009865,TRESemmé Hair Spray Total Volume 11 FO,Beauty,Hair Care,2024-01-16 12:01:00.000
00022400009865,TRESemmé Hair Spray Total Volume 11 FO,Personal Care,Hair Care,2024-01-16 12:01:00.000
00035000996619,"Irish Spring Body Wash for Men, Moisture Blast Hydrating Body Wash, 20 Oz",Personal Care,Bath & Body,2024-01-09 07:41:00.000
00815099021801,"Late July Snacks Nacho Cheese Tortilla Chips, 7.8  Oz Bag",Pantry,Snacks,2023-12-27 09:40:00.000
00810028293304,Ghost Energy RTD - Warheads Watermelon,Beverages,Energy Drinks,2024-01-17 13:31:00.000
00072965559022,HAWAIIAN PUNCH JELLIES 6OZ PEG,Candy,Gummy & Chewy,2024-01-18 16:47:00.000
00072965559022,HAWAIIAN PUNCH JELLIES 6OZ PEG,Candy,Gummy & Chewy,2024-01-18 16:47:00.000
00047400676275,"Gillette PRO Shaving Gel for Men, 7oz",Personal Care,Shaving & Hair Removal,2024-01-15 11:17:00.000
00074108873330,DIAMOND CER PADDLE BRUSH,Personal Care,Hair Care,2023-12-06 07:14:00.000
00074108873330,DIAMOND CER PADDLE BRUSH,Beauty,Hair Care,2023-12-06 07:14:00.000
00036000509823,DEPEND REALFIT MAX ABS UNDERWEAR BLK/GREY SML/MED 14,Personal Care,Incontinence,2024-01-22 13:56:00.000
00072940755982,"Tuttorosso San Marzano Style Chopped Tomatoes in Puree, 28oz Can",Pantry,Canned Foods,2024-01-03 09:31:00.000
00800897119553,"NYX Professional Makeup Jumbo NYX Professional Makeup Jumbo Eye Pencil, Donut, 0.18 oz",Beauty,Makeup,2023-12-15 14:02:00.000
00800897119577,"NYX Professional Makeup Jumbo NYX Professional Makeup Jumbo Eye Pencil, Matcha, 0.18 oz",Beauty,Makeup,2023-12-15 14:02:00.000
10810042480633,Cora Organic Ultra Thin Regular Pads 32ct,Personal Care,Feminine Care,2023-12-01 12:10:00.000
10810042480633,Cora Organic Ultra Thin Regular Pads 32ct,Personal Care,Feminine Care,2023-12-01 12:10:00.000
20810042480630,Cora Organic Ultra Thin Regular Pads 32ct,Personal Care,Feminine Care,2023-12-01 12:10:00.000
20810042480630,Cora Organic Ultra Thin Regular Pads 32ct,Personal Care,Feminine Care,2023-12-01 12:10:00.000
00030000659403,Pearl Milling Company Butter Rich Syrup Natural Butter 24 Fl Oz,Pantry,Baking & Cooking,2023-12-08 13:22:00.000
00030000659700,Pearl Milling Company Syrup Original 24 Fl Oz,Pantry,Baking & Cooking,2023-12-08 13:22:00.000
00051000280466,"Campbell's Classic Tomato Soup with Original Goldfish Crackers, 7.35 oz Microwavable Bowl",Pantry,Canned Foods,2023-12-09 20:01:00.000
10072310008622,"Bigelow Green Tea with Elderberry Vitamin C, Tea Bags, 108 ct (case of six boxes)",Beverages,Tea & Kombucha,2023-12-06 00:50:00.000
10072310008622,"Bigelow Green Tea with Elderberry Vitamin C, Tea Bags, 108 ct (case of six boxes)",Beverages,Tea & Kombucha,2023-12-06 00:50:00.000
10072310008622,"Bigelow Green Tea with Elderberry Vitamin C, Tea Bags, 108 ct (case of six boxes)",Beverages,Tea & Kombucha,2023-12-06 00:50:00.000
03616302255672,CG BLST ML RG MASC WP BLK BRN 835 21IV,Beauty,Makeup,2023-12-07 08:19:00.000
00011110096494,KRO PB FLLD PRTZL NUGGETS,Pantry,Snacks,2024-01-05 09:52:00.000
00687735305213,Pacifica Vegan Collagen Primer,Beauty,Makeup,2024-01-11 17:41:00.000
10850451008028,Ralston Family Farms - Jasmine White Rice (Case),Pantry,"Grains, Beans & Rice",2023-12-05 15:30:00.000
00785357024632,PEETS BIG BANG KCUP 6/10CT,Beverages,Coffee,2023-12-08 09:38:00.000
00049508251583,"Snack Factory Pretzel Crisps, Buffalo Wing, Party Size, 14 Oz",Pantry,Snacks,2024-01-19 06:39:00.000
00794711001813,ZWEET SOUR ROPES RAINBOW,Candy,Gummy & Chewy,2024-01-18 12:59:00.000
00099900722914,Halloween Assorted Chocolate Fun Size Bars 80ct (32.1oz) SUB,Candy,Seasonal,2024-01-18 06:58:00.000
00895697002549,Raw Sugar Body Wash Watermelon  Fresh Mint,Personal Care,Bath & Body,2024-01-22 17:10:00.000
00850451008007,Ralston Family Farms - Basmati White Rice,Pantry,"Grains, Beans & Rice",2023-12-05 11:21:00.000
00054800423347,BEN'S ORIGINAL™ READY RICE™ Whole Grain Brown,Pantry,"Grains, Beans & Rice",2023-12-01 13:01:00.000
00052603280747,"Pacific Foods Organic Cumin Carrot Oat Milk Soup, Plant Based Vegan Soup, 32 oz Carton",Pantry,Canned Foods,2023-12-09 21:57:00.000
00030000658000,Pearl Milling Company Lite Syrup Original 24 Fl Oz,Pantry,Baking & Cooking,2023-12-08 12:45:00.000
00011110100597,NATURALLY FLAVORED WATERMELON SELTZER WATER 12 PK - KROGER - 144 FL OZ,Beverages," Sparkling Water & Seltzer Water",2023-12-14 14:32:00.000
00011110100597,NATURALLY FLAVORED WATERMELON SELTZER WATER 12 PK - KROGER - 144 FL OZ,Beverages," Sparkling Water & Seltzer Water",2023-12-14 14:32:00.000
00050000599103,Coffee mate Natural Bliss Real Milk & Cream Vanilla Flavored Coffee Creamer,Beverages,Coffee,2023-12-18 01:27:00.000
00071249650172,"L'Oreal Paris Glow Paradise  Lip Balm-in-Gloss Pomegranate Extract, Rosy Utopia, 0.23 fl oz",Beauty,Makeup,2024-01-22 16:35:00.000
